id,name,nationality,position,age,birth_year,value,height
1009,Vincenzo Grifo,it ITA,"MF,FW",26,1993,5000000,180
1035,Manuel Gulde,de GER,DF,28,1991,2000000,184
1039,Christian GĂĽnter,de GER,DF,26,1993,9000000,185
1045,Janik Haberer,de GER,"MF,FW",25,1994,8000000,186
1069,Dominique Heintz,de GER,DF,25,1993,8000000,188
1102,Nicolas HĂ¶fler,de GER,MF,29,1990,3000000,181
1108,Lucas HĂ¶ler,de GER,"FW,MF",25,1994,3000000,184
1258,Yannik Keitel,de GER,MF,19,2000,45000,186
1285,Robin Koch,de GER,"DF,MF",23,1996,14000000,191
1329,Lukas KĂĽbler,de GER,DF,26,1992,2000000,181
1415,Philipp Lienhart,at AUT,DF,23,1996,9000000,189
1962,Nils Petersen,de GER,"FW,MF",30,1988,6000000,188
2214,Roland Sallai,hu HUN,"MF,FW",22,1997,3000000,182
2269,Nico Schlotterbeck,de GER,DF,19,1999,4000000,191
2273,Jonathan Schmid,fr FRA,DF,29,1990,4000000,180
2283,Alexander Schwolow,de GER,GK,27,1992,7000000,190
2460,Lino Tempelmann,de GER,MF,20,1999,52500,174
2473,Niclas Thiede,de GER,GK,20,1999,20000,186
2636,Luca Waldschmidt,de GER,"FW,MF",23,1996,16000000,181
24,Kevin Agudelo,co COL,"MF,FW",20,1998,2000000,178
98,Peter Ankersen,dk DEN,DF,28,1990,2000000,180
201,Antonio Barreca,it ITA,"DF,MF",24,1995,3000000,183
231,Valon Behrami,ch SUI,MF,34,1985,47500,184
297,Davide Biraschi,it ITA,DF,25,1994,3000000,182
464,Francesco Cassata,it ITA,MF,22,1997,2000000,183
529,Denilho Cleonise,nl NED,FW,17,2001,1000000,0
583,Domenico Criscito,it ITA,DF,32,1986,2000000,183
664,Mattia Destro,it ITA,"FW,MF",28,1991,2000000,182
813,Iago Falque,es ESP,MF,29,1990,6000000,174
822,Andrea Favilli,it ITA,FW,22,1997,4000000,191
945,Paolo Ghiglione,it ITA,DF,22,1997,3000000,191
967,Edoardo Goldaniga,it ITA,DF,25,1993,1000000,193
1172,Filip JagieĹ‚Ĺ‚o,pl POL,MF,21,1997,1400000,180
1307,Christian KouamĂ©,ci CIV,FW,21,1997,17000000,185
1406,Lukas Lerager,dk DEN,MF,26,1993,4000000,188
1578,Andrea Masiello,it ITA,DF,33,1986,1000000,184
1875,Marko PajaÄŤ,hr CRO,DF,26,1993,1100000,185
1886,Goran Pandev,mk MKD,"FW,MF",36,1983,32500,184
1953,Mattia Perin,it ITA,GK,26,1992,8000000,188
1983,Andrea Pinamonti,it ITA,FW,20,1999,13000000,185
2043,Ivan RadovanoviÄ‡,rs SRB,MF,30,1988,1900000,187
2044,IonuČ› Radu,ro ROU,GK,22,1997,9000000,188
2152,Cristian Romero,ar ARG,DF,21,1998,13000000,185
2170,NicolĂ˛ Rovella,it ITA,MF,17,2001,80000,179
2223,Antonio Sanabria,py PAR,FW,23,1996,6000000,181
2248,Riccardo Saponara,it ITA,"MF,FW",27,1991,2000000,184
2277,Lasse SchĂ¶ne,dk DEN,MF,33,1986,2000000,178
2373,Adama Soumaoro,fr FRA,DF,27,1992,8000000,186
2411,Stefano Sturaro,it ITA,MF,26,1993,8000000,181
2680,Jawad El Yamiq,ma MAR,DF,27,1992,65000,190
2703,CristiĂˇn Zapata,co COL,DF,32,1986,1000000,187
75,Amath,sn SEN,MF,23,1996,2000000,173
104,Vitorino Antunes,pt POR,MF,32,1987,1000000,175
110,Mauro Arambarri,uy URU,MF,23,1995,20000000,175
399,Erick Cabaco,uy URU,DF,24,1995,4000000,185
405,Leandro Cabrera,uy URU,DF,28,1991,8000000,190
501,Chema,es ESP,DF,27,1992,1000000,189
589,Marc Cucurella,es ESP,"MF,DF",21,1998,18000000,175
666,Deyverson,br BRA,FW,28,1991,3000000,187
700,DjenĂ©,tg TOG,DF,27,1991,25000000,178
751,Hugo Duro,es ESP,"FW,MF",19,1999,1800000,182
792,Oghenekaro Etebo,ng NGA,MF,23,1995,4000000,174
794,Xabier Etxeita,es ESP,DF,31,1987,1000000,186
806,FayĂ§al Fajr,ma MAR,MF,30,1988,3000000,179
909,Enric Gallego,es ESP,FW,32,1986,1000000,190
984,Bruno GonzĂˇlez,es ESP,DF,29,1990,1000000,184
1187,Jason,es ESP,MF,25,1994,3000000,178
1261,Kenedy,br BRA,"MF,DF",23,1996,10000000,182
1511,Nemanja MaksimoviÄ‡,rs SRB,MF,24,1995,20000000,189
1583,Jaime Mata,es ESP,FW,30,1988,8000000,186
1683,Jorge Molina,es ESP,FW,37,1982,1000000,188
1813,Allan Nyom,cm CMR,"DF,MF",31,1988,3000000,189
1834,MathĂ­as Olivera,uy URU,DF,21,1997,8000000,185
2008,Francisco Portillo,es ESP,MF,29,1990,2000000,169
2012,Florent Poulolo,fr FRA,"MF,DF",22,1997,15000,189
2136,Ăngel RodrĂ­guez,es ESP,FW,32,1987,6000000,171
2367,David Soria,es ESP,GK,26,1993,14000000,192
2412,DamiĂˇn SuĂˇrez,uy URU,DF,31,1988,3000000,173
2488,David Timor,es ESP,"MF,DF",29,1989,1000000,185
150,Ramon Azeez,ng NGA,MF,26,1992,80000,170
213,Gil BastiĂŁo Dias,pt POR,"DF,MF",22,1996,3200000,186
366,Yan Brice Eteki,cm CMR,MF,21,1997,1500000,182
566,Antonio CortĂ©s,es ESP,"FW,MF",19,2000,1300000,182
684,VĂ­ctor DĂ­az,es ESP,DF,31,1988,1000000,183
734,Domingos Duarte,pt POR,DF,24,1995,4000000,192
784,AarĂłn Escandell,es ESP,GK,23,1995,30000,185
842,Carlos FernĂˇndez,es ESP,"FW,MF",23,1996,3000000,185
877,Dimitri Foulquier,fr FRA,DF,26,1993,2000000,183
952,JosĂ© Antonio MartĂ­nez Gil,es ESP,DF,26,1993,1200000,191
980,Maxime Gonalons,fr FRA,MF,30,1989,2000000,187
1091,Yangel Herrera,ve VEN,MF,21,1998,9000000,184
1491,Darwin MachĂ­s,ve VEN,"FW,MF",26,1993,3000000,171
1567,Ălex MartĂ­nez,es ESP,DF,28,1990,72500,176
1692,Ăngel Montoro,es ESP,MF,31,1988,1000000,180
1778,Carlos Neva,es ESP,DF,23,1996,80000,174
2027,Antonio Puertas,es ESP,"FW,MF",27,1992,2000000,183
2037,Quini,es ESP,DF,29,1989,400,178
2061,AdriĂˇn Ramos,co COL,FW,33,1986,80000,185
2230,GermĂˇn SĂˇnchez,es ESP,DF,32,1986,65000,187
2320,Rui Silva,pt POR,GK,25,1994,10000000,191
2362,Roberto Soldado,es ESP,FW,34,1985,80000,180
2558,Ălvaro Vadillo,es ESP,"FW,MF",24,1994,2000000,180
2568,JesĂşs Vallejo,es ESP,DF,22,1997,6000000,184
2602,Fede Vico,es ESP,"MF,FW",25,1994,1000000,177
15,Claud Adjapong,it ITA,DF,21,1998,2000000,180
28,Emmanuel Agyemang-Badu,gh GHA,"MF,FW",28,1990,850,173
82,Sofyan Amrabat,ma MAR,MF,22,1996,14000000,185
313,Salvatore Bocchetti,it ITA,DF,32,1986,80000,186
329,Fabio Borini,it ITA,"FW,MF",28,1991,4000000,180
621,Andrea Danzi,it ITA,MF,20,1999,45000,175
629,PaweĹ‚ Dawidowicz,pl POL,DF,24,1995,1600000,189
667,Samuel Di Carmine,it ITA,FW,30,1988,1000000,187
691,Federico Dimarco,it ITA,DF,21,1997,4000000,175
775,Alan Empereur,br BRA,DF,25,1994,40000,186
798,Valentin Eysseric,fr FRA,"MF,FW",27,1992,1000000,181
817,Davide Faraoni,it ITA,DF,27,1991,3000000,180
830,Lucas Felippe,br BRA,"MF,DF",19,2000,7500,178
1040,Koray GĂĽnter,de GER,DF,24,1994,2000000,184
1072,Liam Henderson,sco SCO,MF,23,1996,1000000,183
1333,Marash Kumbulla,al ALB,DF,19,2000,22000000,191
1378,Darko LazoviÄ‡,rs SRB,DF,28,1990,4000000,181
1461,Matteo Lovato,it ITA,DF,19,2000,15000,188
1914,Giampaolo Pazzini,it ITA,FW,34,1984,32500,180
1960,Matteo Pessina,it ITA,"MF,FW",22,1997,6000000,187
2046,Boris RadunoviÄ‡,rs SRB,GK,23,1996,47500,194
2171,Amir Rrahmani,xk KVX,DF,25,1994,9000000,192
2209,Eddy Salcedo,it ITA,"FW,MF",17,2001,10000000,178
2322,Marco Silvestri,it ITA,GK,28,1991,4000000,191
2398,Mariusz StÄ™piĹ„ski,pl POL,FW,24,1995,3000000,183
2545,Gennaro Tutino,it ITA,FW,22,1996,2000000,177
2588,Miguel Veloso,pt POR,MF,33,1986,80000,180
2595,Valerio Verre,it ITA,"FW,MF",25,1994,3000000,181
2616,Luigi Vitale,it ITA,DF,31,1987,32500,180
2694,Mattia Zaccagni,it ITA,"FW,MF",24,1995,5000000,177
127,Santiago AscacĂ­bar,ar ARG,MF,22,1997,8000000,168
347,Dedryck Boyata,be BEL,DF,28,1990,8000000,188
517,Per Ciljan Skjelbred,no NOR,MF,32,1987,1000000,175
593,Matheus Cunha,br BRA,"FW,MF",20,1999,13000000,184
623,VladimĂ­r Darida,cz CZE,MF,28,1990,5500000,172
690,JavairĂ´ Dilrosun,nl NED,"MF,FW",21,1998,14000000,175
742,Ondrej Duda,sk SVK,"MF,FW",24,1994,10000000,181
790,Alexander Esswein,de GER,"FW,MF",29,1990,80000,182
1016,Marko GrujiÄ‡,rs SRB,MF,23,1996,14500000,191
1135,Vedad IbiĹˇeviÄ‡,ba BIH,FW,34,1984,750,188
1186,Rune Jarstein,no NOR,GK,34,1984,80000,192
1235,Salomon Kalou,ci CIV,"FW,MF",33,1985,1000000,184
1283,Lukas KlĂĽnter,de GER,DF,23,1996,4000000,184
1303,Pascal KĂ¶pke,de GER,FW,23,1995,65000,178
1318,Thomas Kraft,de GER,GK,31,1988,60000,187
1386,Mathew Leckie,au AUS,"DF,FW",28,1991,2000000,181
1464,Eduard LĂ¶wen,de GER,MF,22,1997,5000000,188
1480,Dodi Lukebakio,be BEL,"FW,MF",21,1997,17000000,187
1503,Arne Maier,de GER,MF,20,1999,15000000,186
1676,Maximilian MittelstĂ¤dt,de GER,"DF,FW",22,1997,11000000,180
1782,Jessic Ngankam,de GER,"FW,MF",19,2000,30000,184
1925,Peter PekarĂ­k,sk SVK,DF,32,1986,800,177
1971,Krzysztof PiÄ…tek,pl POL,"FW,MF",24,1995,21500000,183
1994,Marvin Plattenhardt,de GER,DF,27,1992,5000000,181
2077,Daishawn Redan,nl NED,FW,18,2001,3000000,176
2089,Karim Rekik,nl NED,DF,24,1994,9000000,186
2215,Lazar Samardzic,de GER,MF,17,2002,50000,184
2286,Davie Selke,de GER,FW,24,1995,8000000,194
2350,Dennis Smarsch,de GER,GK,20,1999,35000,195
2392,Niklas Stark,de GER,DF,24,1995,16000000,190
2513,Jordan Torunarigha,de GER,DF,21,1997,6000000,191
2675,Marius Wolf,de GER,"FW,MF",24,1995,6000000,187
12,Sargis Adamyan,am ARM,"FW,MF",26,1993,4000000,184
40,Kevin Akpoguma,ng NGA,DF,24,1995,4000000,192
221,Oliver Baumann,de GER,GK,29,1990,5000000,187
223,Christoph Baumgartner,at AUT,"MF,FW",19,1999,5000000,180
225,Ihlas Bebou,tg TOG,"FW,MF",25,1994,8000000,183
232,Maximilian Beier,de GER,FW,16,2002,30000,183
234,Ishak Belfodil,dz ALG,"FW,MF",27,1992,12000000,192
291,Ermin BiÄŤakÄŤiÄ‡,ba BIH,DF,29,1990,2400000,185
301,Leonardo Bittencourt,de GER,FW,25,1993,4000000,171
319,Melayro Bogarde,nl NED,DF,17,2002,2000000,184
377,Jacob Bruun Larsen,dk DEN,"FW,MF",20,1998,11000000,183
608,Moanes Dabour,il ISR,FW,27,1992,8000000,182
766,Ilay Elmkies,il ISR,MF,19,2000,52500,172
936,Dennis Geiger,de GER,MF,21,1998,11000000,173
1008,Vincenzo Grifo,it ITA,MF,26,1993,5000000,180
1010,Florian Grillitsch,at AUT,"MF,DF",23,1995,20000000,187
1119,Benjamin HĂĽbner,de GER,DF,30,1989,4000000,193
1230,Pavel KadeĹ™Ăˇbek,cz CZE,"DF,MF",27,1992,10000000,182
1320,Andrej KramariÄ‡,hr CRO,"FW,MF",28,1991,32000000,177
1434,JĂĽrgen Locadia,nl NED,FW,25,1993,8000000,185
1805,HĂĄvard Nordtveit,no NOR,DF,29,1990,1600000,188
1933,Philipp Pentke,de GER,GK,34,1985,30000,191
2010,Stefan Posch,at AUT,DF,22,1997,11000000,188
2175,Sebastian Rudy,de GER,MF,29,1990,5000000,180
2183,Lukas Rupp,de GER,"MF,FW",28,1991,2000000,178
2216,Diadie SamassĂ©kou,ml MLI,MF,23,1996,14000000,177
2342,Robert Skov,dk DEN,"DF,FW",23,1996,10000000,185
2389,Kostas Stafylidis,gr GRE,DF,25,1993,2000000,178
2620,Kevin Vogt,de GER,DF,27,1991,8000000,194
2724,Steven Zuber,ch SUI,"DF,FW",27,1991,4000000,182
22,Lucien Agoume,fr FRA,MF,17,2002,3000000,185
126,Kwadwo Asamoah,gh GHA,DF,30,1988,6000000,173
192,NicolĂ˛ Barella,it ITA,MF,22,1997,36000000,172
216,Alessandro Bastoni,it ITA,DF,20,1999,31000000,190
296,Cristiano Biraghi,it ITA,"DF,MF",26,1992,9000000,185
373,Marcelo Brozovic,hr CRO,MF,26,1992,40000000,181
440,Antonio Candreva,it ITA,DF,32,1987,5000000,180
602,Danilo D'Ambrosio,it ITA,DF,30,1988,10000000,180
692,Federico Dimarco,it ITA,"DF,MF",21,1997,4000000,175
782,Christian Eriksen,dk DEN,MF,27,1992,68000000,182
788,Sebastiano Esposito,it ITA,FW,17,2002,9000000,186
904,Roberto Gagliardini,it ITA,MF,25,1994,12000000,188
964,Diego GodĂ­n,uy URU,DF,33,1986,8000000,187
1055,Samir HandanoviÄ‡,si SVN,GK,35,1984,4000000,193
1377,Valentino Lazaro,at AUT,"DF,MF",23,1996,15000000,180
1479,Romelu Lukaku,be BEL,FW,26,1993,68000000,191
1572,Lautaro MartĂ­nez,ar ARG,FW,21,1997,64000000,174
1712,Victor Moses,ng NGA,DF,28,1990,6000000,177
1874,Daniele Padelli,it ITA,GK,33,1985,65000,191
1988,Lorenzo Pirola,it ITA,DF,17,2002,90000,185
2002,Matteo Politano,it ITA,FW,25,1993,22000000,171
2067,Andrea Ranocchia,it ITA,DF,31,1988,2000000,195
2227,Alexis SĂˇnchez,cl CHI,FW,30,1988,16000000,168
2293,Stefano Sensi,it ITA,"MF,FW",23,1995,24000000,168
2344,Milan Skriniar,sk SVK,DF,24,1995,50000000,188
2564,Borja Valero,es ESP,MF,34,1985,1000000,175
2585,MatĂ­as Vecino,uy URU,MF,27,1991,18000000,187
2625,Stefan de Vrij,nl NED,DF,27,1992,48000000,189
2691,Ashley Young,eng ENG,DF,34,1985,3000000,175
263,Rodrigo Bentancur,uy URU,MF,22,1997,40000000,187
282,Federico Bernardeschi,it ITA,"MF,FW",25,1994,28000000,183
328,Leonardo Bonucci,it ITA,DF,32,1987,20000000,190
384,Gianluigi Buffon,it ITA,GK,41,1978,1000000,192
437,Emre Can,de GER,MF,25,1994,26000000,186
504,Giorgio Chiellini,it ITA,DF,34,1984,4000000,187
570,Douglas Costa,br BRA,"FW,MF",28,1990,24000000,172
587,Juan Cuadrado,co COL,DF,31,1988,14000000,176
617,Danilo,br BRA,DF,28,1991,15000000,184
634,Mattia De Sciglio,it ITA,DF,26,1992,9000000,183
651,Merih Demiral,tr TUR,DF,21,1998,27000000,190
753,Paulo Dybala,ar ARG,"FW,MF",25,1993,72000000,177
879,Gianluca Frabotta,it ITA,DF,20,1999,7500,187
1096,Gonzalo HiguaĂ­n,ar ARG,FW,31,1987,25000000,184
1267,Sami Khedira,de GER,MF,32,1987,5000000,189
1416,Matthijs de Ligt,nl NED,DF,19,1999,67000000,189
1592,Blaise Matuidi,fr FRA,MF,32,1987,10000000,175
1733,Simone Muratore,it ITA,MF,21,1998,12500,186
1836,Marco Olivieri,it ITA,FW,20,1999,20000,177
1923,Daouda Peeters,be BEL,MF,20,1999,10000,185
1985,Carlo Pinsoglio,it ITA,GK,29,1990,40000,194
1992,Miralem PjaniÄ‡,ba BIH,MF,29,1990,50000000,180
2040,Adrien Rabiot,fr FRA,MF,24,1995,25000000,188
2064,Aaron Ramsey,wal WAL,MF,28,1990,28000000,182
2157,Cristiano Ronaldo,pt POR,FW,34,1985,60000000,187
2178,Daniele Rugani,it ITA,DF,25,1994,12000000,190
2235,Alex Sandro,br BRA,DF,28,1991,35000000,181
2434,Wojciech SzczÄ™sny,pl POL,GK,29,1990,35000000,196
2626,Giacomo Vrioni,al ALB,FW,20,1998,45000,188
2701,Luca Zanimacchia,it ITA,FW,21,1998,25000,178
157,Matthias Bader,de GER,DF,22,1997,40000,176
333,Sebastiaan Bornauw,be BEL,DF,20,1999,11000000,191
514,Darko Churlinov,mk MKD,FW,19,2000,67500,180
526,Christian Clemens,de GER,"MF,FW",27,1991,1000000,179
555,Jhon CĂłrdoba,co COL,FW,26,1993,9000000,188
599,Rafael Czichos,de GER,DF,29,1990,1000000,187
730,Dominick Drexler,de GER,"MF,FW",29,1990,3000000,183
762,Kingsley Ehizibue,nl NED,DF,24,1995,2000000,189
1068,Jonas Hector,de GER,"MF,DF",29,1990,6000000,185
1105,Marco HĂ¶ger,de GER,MF,29,1989,1000000,182
1115,Timo Horn,de GER,GK,26,1993,4000000,192
1175,Ismail Jakobs,de GER,"FW,DF",19,1999,2000000,183
1231,Florian Kainz,at AUT,"FW,MF",26,1992,2000000,176
1252,Noah Katterbach,de GER,DF,18,2001,6000000,180
1391,Toni Leistner,de GER,DF,28,1990,2000000,190
1641,Jorge MerĂ©,es ESP,DF,22,1997,4000000,182
1679,Anthony Modeste,fr FRA,"FW,MF",31,1988,3000000,187
2094,Elvis RexhbeĂ§aj,de GER,MF,21,1997,4000000,182
2113,Marcel Risse,de GER,"MF,FW",29,1989,1000000,183
2262,Louis Schaub,at AUT,MF,24,1994,3000000,177
2266,Kingsley Schindler,de GER,"FW,MF",26,1993,1000000,183
2275,Benno Schmitz,de GER,DF,24,1994,80000,182
2338,Ellyes Skhiri,tn TUN,MF,24,1995,6000000,185
2358,Lasse Sobiech,de GER,DF,28,1991,95000,196
2464,Simon Terodde,de GER,"FW,MF",31,1988,2000000,192
2474,Jan Thielmann,de GER,"FW,MF",17,2002,2000000,178
2555,Mark Uth,de GER,"MF,FW",27,1991,7500000,185
2596,Birger Verstraete,be BEL,MF,25,1994,3000000,175
9,Francesco Acerbi,it ITA,DF,31,1988,12000000,192
14,Bobby Adekanye,nl NED,FW,20,1999,52500,175
45,Luis Alberto,es ESP,MF,26,1992,50000000,182
84,Djavan Anderson,nl NED,"DF,MF",24,1995,30000,178
120,NicolĂ˛ Armini,it ITA,DF,18,2001,20000,185
217,Bastos,ao ANG,DF,28,1991,2700000,180
278,Valon Berisha,xk KVX,"MF,FW",26,1993,4000000,176
414,Felipe Caicedo,ec ECU,FW,30,1988,4000000,183
473,Danilo Cataldi,it ITA,MF,24,1994,3000000,180
563,JoaquĂ­n Correa,ar ARG,"FW,MF",24,1994,30000000,188
807,Luca Falbo,it ITA,DF,19,2000,10000,0
829,Luiz Felipe,br BRA,DF,22,1997,22000000,187
1154,Ciro Immobile,it ITA,FW,29,1990,40000000,185
1206,Jony,es ESP,DF,28,1991,5000000,179
1379,Manuel Lazzari,it ITA,DF,25,1993,14000000,174
1393,Lucas Leiva,br BRA,MF,32,1987,6000000,179
1419,Anderson Lima,br BRA,MF,19,1999,800,180
1478,Jordan Lukaku,be BEL,DF,25,1994,4000000,177
1482,Senad LuliÄ‡,ba BIH,DF,33,1986,2500000,183
1576,Adam MaruĹˇiÄ‡,me MNE,DF,26,1992,5500000,185
1661,Sergej MilinkoviÄ‡-SaviÄ‡,rs SRB,MF,24,1995,64000000,191
1897,Marco Parolo,it ITA,MF,34,1985,1000000,184
1902,Patric,es ESP,DF,26,1993,9000000,184
2045,Čtefan Radu,ro ROU,DF,32,1986,4000000,183
2406,Thomas Strakosha,al ALB,GK,24,1995,20000000,193
2581,Denis Vavro,sk SVK,DF,23,1996,6000000,189
154,Khouma Babacar,sn SEN,FW,26,1993,5000000,185
186,AntonĂ­n BarĂˇk,cz CZE,MF,24,1994,8000000,190
265,Romario Benzar,ro ROU,DF,27,1992,1000000,180
419,Marco Calderoni,it ITA,DF,30,1989,80000,183
641,Alessandro Deiola,it ITA,MF,23,1995,95000,190
646,Cristian Dell'Orco,it ITA,DF,25,1994,65000,183
712,Giulio Donati,it ITA,DF,29,1990,80000,178
738,Edgaras Dubickas,lt LTU,DF,21,1998,7500,182
808,Filippo Falco,it ITA,"FW,MF",27,1992,3000000,171
819,Diego Farias,br BRA,"FW,MF",29,1990,3000000,172
900,Gabriel,br BRA,GK,26,1992,900,193
1153,Giannelli Imbula,cd COD,MF,26,1992,2000000,186
1342,Andrea La Mantia,it ITA,FW,28,1991,2000000,190
1362,Gianluca Lapadula,pe PER,FW,29,1990,4000000,178
1471,Fabio Lucioni,it ITA,DF,31,1987,72500,185
1509,Ĺ˝an Majer,si SVN,MF,27,1992,1600000,180
1522,Marco Mancosu,it ITA,"MF,FW",30,1988,2000000,180
1618,Biagio Meccariello,it ITA,DF,28,1991,55000,187
1691,Ilario Monterisi,it ITA,DF,17,2001,7500,0
1913,NehuĂ©n Paz,ar ARG,DF,26,1993,32500,191
1965,Jacopo Petriccione,it ITA,MF,24,1995,2000000,176
2099,Davide Riccardi,it ITA,DF,23,1996,15000,186
2112,Andrea Rispoli,it ITA,DF,30,1988,80000,188
2166,Luca Rossettini,it ITA,DF,34,1985,40000,187
2249,Riccardo Saponara,it ITA,"MF,FW",27,1991,2000000,184
2298,Yevgen Shakhov,ua UKR,"MF,FW",28,1990,1500000,189
2435,Andrea Tabanelli,it ITA,MF,29,1990,72500,192
2437,Panagiotis Tachtsidis,gr GRE,MF,28,1991,95000,191
2591,Brayan Vera,co COL,"DF,MF",20,1999,45000,180
2608,Mauro Vigorito,it ITA,GK,29,1990,65000,187
73,Ibrahim Amadou,fr FRA,MF,26,1993,5000000,183
92,Miguel Ăngel Guerrero,es ESP,FW,29,1990,1000000,180
123,JosĂ© Arnaiz,es ESP,"MF,FW",24,1995,2000000,175
132,Roger AssalĂ©,ci CIV,"FW,MF",25,1993,6000000,167
144,Javier AvilĂ©s,es ESP,"MF,FW",21,1997,300000,181
145,Chidozie Awaziem,ng NGA,DF,22,1997,4000000,189
354,Martin Braithwaite,dk DEN,"FW,MF",28,1991,9000000,177
379,Bryan,es ESP,"MF,FW",18,2001,9000000,175
395,Unai Bustinza,es ESP,DF,27,1992,3000000,175
457,Guido Carrillo,ar ARG,FW,28,1991,4000000,191
590,IvĂˇn CuĂ©llar,es ESP,GK,35,1984,65000,187
776,Youssef En-Nesyri,ma MAR,FW,22,1997,12000000,189
780,Javier Eraso,es ESP,"MF,FW",29,1990,800,180
927,Manuel Garrido,es ESP,FW,18,2000,50,190
1645,Sabin Merino,es ESP,FW,27,1992,80000,187
1648,Roque Mesa,es ESP,MF,30,1989,5000000,172
1762,Marc Navarro,es ESP,DF,24,1995,1000000,188
1839,Kenneth Omeruo,ng NGA,DF,25,1993,2000000,185
1951,RubĂ©n PĂ©rez,es ESP,MF,30,1989,6000000,178
2076,Recio,es ESP,MF,28,1991,2000000,183
2117,Cristian Rivera,es ESP,MF,22,1997,1000000,191
2133,KĂ©vin Rodrigues,pt POR,"DF,MF",25,1994,2000000,170
2135,Ă“scar RodrĂ­guez Arnaiz,es ESP,"MF,FW",21,1998,15000000,174
2162,Roberto Rosales,ve VEN,DF,30,1988,1000000,174
2180,Aitor Ruibal,es ESP,"DF,FW",23,1996,95000,176
2318,Jonathan Silva,ar ARG,DF,25,1994,3000000,178
2331,Dimitris Siovas,gr GRE,DF,30,1988,3000000,191
2369,Juan Soriano,es ESP,GK,21,1997,1000000,185
2447,Rodrigo TarĂ­n,es ESP,DF,23,1996,1200000,183
47,Marc Albrighton,eng ENG,"MF,DF",29,1989,8000000,175
199,Harvey Barnes,eng ENG,"MF,FW",21,1997,17000000,182
257,Ryan Bennett,eng ENG,DF,29,1990,4000000,188
506,Ben Chilwell,eng ENG,DF,22,1996,40000000,178
510,Hamza Choudhury,eng ENG,MF,21,1997,8000000,178
796,Jonny Evans,nir NIR,DF,31,1988,12000000,188
893,Christian Fuchs,at AUT,DF,33,1986,1000000,187
1001,Demarai Gray,eng ENG,"MF,FW",23,1996,14000000,180
1099,George Hirst,eng ENG,FW,20,1999,45000,191
1145,Kelechi Iheanacho,ng NGA,FW,22,1996,12000000,185
1178,Matty James,eng ENG,MF,28,1991,1000000,181
1224,James Justin,eng ENG,DF,21,1998,3000000,183
1493,James Maddison,eng ENG,MF,22,1996,48000000,175
1637,Nampalys Mendy,fr FRA,MF,27,1992,5000000,167
1706,Wes Morgan,jm JAM,DF,35,1984,1000000,185
1769,Wilfred Ndidi,ng NGA,MF,22,1996,36000000,183
1940,Ricardo Pereira,pt POR,DF,25,1993,32000000,175
1944,Ayoze PĂ©rez,es ESP,"MF,FW",26,1993,24000000,178
2019,Dennis Praet,be BEL,MF,25,1994,19000000,181
2271,Kasper Schmeichel,dk DEN,GK,32,1986,9000000,189
2379,Ă‡aÄźlar SĂ¶yĂĽncĂĽ,tr TUR,DF,23,1996,40000000,187
2477,Luke Thomas,eng ENG,DF,19,2001,1000000,181
2485,Youri Tielemans,be BEL,MF,22,1997,44000000,176
2575,Jamie Vardy,eng ENG,FW,32,1987,16000000,179
190,Enis Bardhi,mk MKD,MF,24,1995,12000000,172
400,Erick Cabaco,uy URU,DF,24,1995,4000000,185
433,JosĂ© CampaĂ±a,es ESP,MF,26,1993,12000000,179
530,Carlos Clerc,es ESP,DF,27,1992,2000000,181
535,Coke,es ESP,DF,32,1987,1000000,176
736,Ă“scar Duarte,cr CRC,DF,30,1989,72500,186
840,Aitor FernĂˇndez,es ESP,GK,28,1991,8000000,182
872,HernĂ˘ni Fortes,pt POR,"MF,FW",27,1991,2000000,180
985,Bruno GonzĂˇlez,es ESP,DF,29,1990,1000000,184
1286,Giorgi Kochorashvili,ge GEO,MF,20,1999,10000,176
1405,Sergio LeĂłn,es ESP,FW,30,1989,2000000,176
1473,JosĂ© Luis Morales,es ESP,"FW,MF",32,1987,6000000,180
1558,Roger MartĂ­,es ESP,FW,28,1991,8000000,179
1574,Pablo MartĂ­nez,es ESP,"MF,FW",21,1998,25000,182
1599,Borja Mayoral,es ESP,FW,22,1997,3000000,182
1626,Gonzalo Melero,es ESP,MF,25,1994,3000000,183
1670,Jorge MiramĂłn,es ESP,DF,30,1989,2000000,175
2011,Sergio Postigo,es ESP,DF,30,1988,1000000,185
2041,Nemanja Radoja,rs SRB,MF,26,1993,3000000,186
2129,RubĂ©n Rochina,es ESP,MF,28,1991,3000000,182
2504,ToĂ±o,es ESP,DF,29,1989,800,180
2600,RĂşben Vezo,pt POR,DF,25,1994,4000000,182
2628,Nikola Vukcevic,me MNE,MF,27,1991,3000000,187
43,Lucas Alario,ar ARG,FW,26,1992,13000000,185
79,Nadiem Amiri,de GER,"MF,FW",22,1996,16000000,180
112,Charles ArĂˇnguiz,cl CHI,MF,30,1989,12000000,171
162,Leon Bailey,jm JAM,"FW,MF",21,1997,29000000,178
222,Julian Baumgartlinger,at AUT,MF,31,1988,2000000,184
238,Karim Bellarabi,de GER,"FW,DF",29,1990,12000000,184
248,Lars Bender,de GER,"DF,MF",30,1989,7000000,185
249,Sven Bender,de GER,DF,30,1989,7000000,186
652,Kerem Demirbay,de GER,MF,26,1993,24000000,183
673,Moussa Diaby,fr FRA,"FW,MF",20,1999,27000000,170
727,Aleksandar DragoviÄ‡,at AUT,DF,28,1991,5200000,186
